,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
4307,1200000,['Comedy'],49951,,en,2007-03-01,0,85.0,Certifiably Jonathan,Jonathan Winters,Sarah Silverman,James David Pasternak,,,
4308,1344000,"['Drama', 'Romance']",86331,france.female nudity.sex.sexuality.love.sexual fantasy.romance.unfaithfulness.unsimulated sex.prostitution.female homosexuality.couple.desire.lesbian sex.explicit sex.economic crisis.sexual disorder.erotic movie,fr,2011-09-14,0,103.0,Desire,Johan Libéreau,Déborah Révy,Laurent Bouhnik,Laurent Bouhnik,,
4309,0,"['Drama', 'Comedy']",355629,peru,en,2013-10-27,0,98.0,The Blade of Don Juan,,,Tom Sanchez,,,
4310,0,"['Crime', 'Comedy', 'Drama', 'Adventure']",16433,1970s.rock star.chase.musician.independent film,en,2003-06-18,0,88.0,Grand Theft Parsons,Johnny Knoxville,Christina Applegate,David Caffrey,,,
4311,0,['Comedy'],15544,,en,2008-12-05,0,88.0,Extreme Movie,Patrick J. Adams,Denise Boutte,Adam Jay Epstein,,Will Forte,
4312,1200000,"['Action', 'Adventure', 'Drama', 'War']",43884,ambush.british army.fort.invasion.attack.heroism.massacre.india.cavalry.tragic death.epic battle.crimea.fiancée.brothers.brothers love same woman.the light brigade.horses.british lancers.society ball,en,1936-10-20,2736000,115.0,The Charge of the Light Brigade,Errol Flynn,Olivia de Havilland,Michael Curtiz,Rowland Leigh,,Max Steiner
4313,0,"['Thriller', 'Horror']",107315,screenwriter,en,2011-10-22,0,0.0,Below Zero,Edward Furlong,Kristin Booth,Justin Thomas Ostensen,,Signe Olynyk,
4314,1200000,[],137955,,en,2012-01-01,0,84.0,Crowsnest,,,,,,
4315,2600000,"['Action', 'Adventure', 'Comedy']",13064,sport.rollerblade,en,1993-09-17,2850263,91.0,Airborne,Shane McDermott,Brittney Powell,Rob Bowman,Bill Apablasa,,Stewart Copeland
4316,1200000,"['Action', 'Adventure']",59917,blaxploitation,en,1970-05-27,0,97.0,Cotton Comes to Harlem,Godfrey Cambridge,Judy Pace,Ossie Davis,Ossie Davis,,
4317,0,['Horror'],157422,,en,2015-10-16,0,91.0,The Wicked Within,Enzo Cilenti,Sienna Guillory,Jay Alaimo,Enzo Cilenti,,Ali Helnwein
4318,0,['Horror'],310933,,en,2013-06-01,0,0.0,Bleeding Hearts,Robert Loggia,Rachael Robbins,Dylan Bank,,,
4319,3000000,['Comedy'],7553,decision.waiter.hostess.trainee.gross out.employer employee relationship.speaking german.glass pipe.screaming,en,2005-10-07,18637690,94.0,Waiting...,Ryan Reynolds,Anna Faris,Rob McKittrick,,,
4320,0,"['Drama', 'Thriller', 'Crime']",12877,rage and hate.brother.revenge.punishment.home movie footage,en,2004-09-29,0,90.0,Dead Man's Shoes,Paddy Considine,Emily Aston,Shane Meadows,,Paddy Considine,Richard D. James
4321,1100000,"['Comedy', 'Horror']",39895,civil war.narration.voodoo.necrophilia.anthology.librarian.freak show,en,1987-09-25,1400000,99.0,From a Whisper to a Scream,Vincent Price,Rosalind Cash,Jeff Burr,,,
4322,0,['Documentary'],102840,,en,2002-02-22,0,0.0,Sex With Strangers,,,,,,
4323,1596010,['Horror'],55616,dracula.independent film,en,2002-02-28,0,75.0,Dracula: Pages from a Virgin's Diary,David Moroni,Tara Birtwhistle,Guy Maddin,,Mark Godden,
4324,0,['Drama'],29697,christian film.food,en,2006-10-27,0,97.0,Faith Like Potatoes,Frank Rautenbach,Jeanne Neilson,Regardt van den Bergh,,,
4325,1100000,"['Fantasy', 'Science Fiction', 'Horror']",50037,commune.suspense.mad doctor.captive.drugged.aftercreditsstinger,en,2010-12-03,0,110.0,Beyond the Black Rainbow,Michael Rogers,Eva Allan,Panos Cosmatos,,Panos Cosmatos,
4326,1100000,"['Action', 'Thriller', 'Crime']",94329,crime boss.tenement.high rise.monitor.tower block.jakarta indonesia.swat.swat team,id,2011-09-08,4105187,101.0,The Raid,Joe Taslim,Umi Kulsum,Gareth Evans,,Gareth Evans,Mike Shinoda
4327,0,"['Horror', 'Science Fiction', 'Action']",53502,vampire.zombie.vanity project.mad cow disease,en,2010-05-13,0,90.0,The Dead Undead,Luke Goss,Cameron Goodman,Matthew R. Anderson,,Edward Conna,
4328,0,"['Horror', 'Documentary', 'Mystery']",202604,exorcism,en,2013-05-29,0,0.0,The Vatican Exorcisms,,,Joe Marino,,,
4329,878000,"['Drama', 'Romance']",289,love triangle.corruption.spy.resistance.casablanca.emigration.visa.patriotism.nationalism.concentration camp.nazis.war.melodrama.film noir,en,1942-11-26,10462500,102.0,Casablanca,Humphrey Bogart,Ingrid Bergman,Michael Curtiz,Julius J. Epstein,,Max Steiner
4330,0,"['Horror', 'Thriller']",27374,supernatural.drama,en,2008-06-17,0,84.0,Lake Mungo,David Pledger,Talia Zucker,Joel Anderson,,Joel Anderson,
4331,1250000,"['Drama', 'Comedy', 'Romance']",26815,ambition.bollywood.business.india.struggling career,hi,2009-12-11,0,156.0,Rocket Singh: Salesman of the Year,Ranbir Kapoor,Kyra Dutt,Shimit Amin,Jaideep Sahni,Jaideep Sahni,
4332,1000000,"['Adventure', 'Drama', 'Science Fiction']",811,space marine.sunlight.plants.space travel.saturn.biotope.greenhouse.dystopia.space.food.robot.space station,en,1972-03-09,0,89.0,Silent Running,Cliff Potts,Bruce Dern,Douglas Trumbull,Deric Washburn,,Peter Schickele
4333,1000000,['Drama'],1366,underdog.philadelphia.transporter.italo-american.fight.love of one's life.publicity.boxer.independence.boxing match.training.lovers.surprise.world champion.amateur.victory,en,1976-11-21,117235147,119.0,Rocky,Sylvester Stallone,Talia Shire,John G. Avildsen,Sylvester Stallone,,Bill Conti
4334,0,['Drama'],244776,woman director.young couple.secluded.family estate,en,2014-01-20,0,92.0,The Sleepwalker,Christopher Abbott,Gitte Witt,Mona Lerche,,Brady Corbet,
4335,1000000,"['Adventure', 'Comedy', 'History', 'Romance']",5769,from rags to riches.tutor.squire,en,1963-10-06,37600000,128.0,Tom Jones,George Devine,Susannah York,Tony Richardson,John Osborne,,John Addison
4336,1000000,"['Horror', 'Thriller']",277685,computer.bullying.revenge.internet.teenager.violence.internet chat.humiliation.death.extramarital affair.vengeful ghost.computer screen.ghost.one night.found footage.skype.facebook.blender,en,2015-04-17,62882090,82.0,Unfriended,William Peltz,Shelley Hennig,Levan Gabriadze,,Nelson Greaves,
4337,1300000,"['Crime', 'Drama']",103,vietnam veteran.taxi.obsession.drug dealer.night shift.vigilante.alienation.misanthrope.shot to death.illegal prostitution.loner,en,1976-02-07,28262574,114.0,Taxi Driver,Robert De Niro,Cybill Shepherd,Martin Scorsese,,Paul Schrader,Bernard Herrmann
4338,1000000,"['Drama', 'Horror']",11298,insane asylum.werewolf.newswoman,en,1981-04-03,17985893,91.0,The Howling,Patrick Macnee,Belinda Balaski,Joe Dante,Terence H. Winkless,,Pino Donaggio
4339,950000,"['Adventure', 'Action', 'Thriller']",646,london england.england.assassination.spy.casino.exotic island.card game.space marine.intelligence.jamaica.secret base.secret mission.baccarat.secret organization.secret intelligence service.nuclear radiation.villain.secret agent.atomic reactor,en,1962-10-04,59600000,110.0,Dr. No,Sean Connery,Ursula Andress,Terence Young,Richard Maibaum,,Monty Norman
4340,0,"['Horror', 'Thriller']",93856,radiation.ukraine.nuclear radiation.tourist.nuclear power plant.stranded.deserted town.pripyat,en,2012-05-24,18112929,88.0,Chernobyl Diaries,Jesse McCartney,Olivia Taylor Dudley,Bradley Parker,Shane Van Dyke,,
4341,1000000,['Horror'],9003,underworld.seduction.supernatural.pinhead.revenge.undead.demon.puzzle box.attic.cenobites.body horror,en,1987-09-11,14564027,94.0,Hellraiser,Sean Chapman,Clare Higgins,Clive Barker,,Clive Barker,Christopher Young
4342,5000000,['Drama'],347126,christian,en,2016-04-01,23507567,121.0,God's Not Dead 2,Jesse Metcalfe,Hayley Orrantia,Harold Cronk,,Cary Solomon,
4343,1000000,"['Horror', 'Thriller']",10092,murder.serial killer.student.rumor,en,2005-09-16,10047674,90.0,Cry_Wolf,Julian Morris,Lindy Booth,Jeff Wadlow,,,Michael Wandmacher
4344,1000000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",10643,japan.monster.flying saucer.godzilla.city.kaiju,ja,1999-12-11,10037390,107.0,Godzilla 2000,Takehiro Murata,Naomi Nishida,Takao Okawara,Hiroshi Kashiwabara,,
4345,3500000,"['Drama', 'Romance']",46705,dancing.nurse.depression.classroom.bridge.marriage.truck.love.dysfunctional family.children,en,2010-12-27,16566240,112.0,Blue Valentine,Ryan Gosling,Michelle Williams,Derek Cianfrance,Derek Cianfrance,,Grizzly Bear
4346,1000000,['Drama'],546,individual.gay.new york.usa.missionary.father son relationship.sexual identity.transsexuality.runaway.sexual abuse.waitress.parents kids relationship.drug addiction.cocaine.women's sexual identity.hustler.new identity.motel.therapist.porn actor.road trip.independent film.los angeles.transgender.stolen cars.hitchhike,en,2005-12-23,13350369,103.0,Transamerica,Kevin Zegers,Felicity Huffman,Duncan Tucker,Duncan Tucker,,David Mansfield
4347,1000000,"['Thriller', 'Horror']",76487,rome.exorcism.death.demonic possession.found footage,en,2012-01-06,101758490,83.0,The Devil Inside,Evan Helmuth,Fernanda Andrade,William Brent Bell,,William Brent Bell,
4348,2090000,"['Comedy', 'Drama', 'Thriller']",5722,pop.pop star.musical,en,1970-07-17,40000000,109.0,Beyond the Valley of the Dolls,Michael Blodgett,Edy Williams,Russ Meyer,Roger Ebert,,Stu Phillips
4349,1000000,"['Drama', 'Action', 'Western', 'Music', 'Romance']",39833,civil war,en,1956-11-15,9000000,89.0,Love Me Tender,Richard Egan,Debra Paget,Robert D. Webb,Robert Buckner,,Lionel Newman
4350,1000000,['Documentary'],1781,climate change.greenhouse effect.climate.earth.global warming.politics.truth.crisis.nature.environment.science.audience,en,2006-01-24,46243000,100.0,An Inconvenient Truth,Al Gore,,Davis Guggenheim,Davis Guggenheim,,
4351,1000000,"['Action', 'Drama', 'History', 'War']",18712,sergeant.iwo jima,en,1949-12-14,7800000,100.0,Sands of Iwo Jima,John Wayne,Adele Mara,Allan Dwan,Harry Brown,,
4352,0,"['Documentary', 'Music']",7944,new york.film director.legend.song.public.rolling stones.rock.guest.music video.music.concert.theatre milieu.performance,en,2008-02-07,0,122.0,Shine a Light,Mick Jagger,Christina Aguilera,Martin Scorsese,,,
4353,5000000,"['Action', 'Adventure', 'Horror', 'Thriller']",171424,chile.gore.jungle.extreme violence.cannibal.south america,en,2014-09-04,6833445,100.0,The Green Inferno,Ariel Levy,Lorenza Izzo,Eli Roth,Eli Roth,,Manuel Riveiro
4354,0,"['Drama', 'Romance', 'Family']",361475,gay,en,2016-05-20,0,109.0,Departure,Alex Lawther,Juliet Stevenson,Andrew Steggall,,Andrew Steggall,
4355,1000000,"['Drama', 'Romance', 'Comedy']",113947,cat.virgin.narration.wheelchair.graduation.sexual arousal.judaism.power outage.intimate.catholic church.sexual awakening.male virgin.woman crying.sponge bath.catholic priest.jealous husband.iron lung.sex surrogate.polio.crying woman.polio victim.jewish man.true life character.gurney.sexual pleasure.pity sex.jewish convert.handicap sex.sexual exploration.naked woman.thrift store,en,2012-05-02,9138338,98.0,The Sessions,John Hawkes,Helen Hunt,Ben Lewin,,Ben Lewin,Marco Beltrami
4356,0,['Documentary'],18570,food industry.monsanto.organic food.sustainable.griculture.corn,en,2008-09-07,0,94.0,"Food, Inc.",Eric Schlosser,,Robert Kenner,,Robert Kenner,
4357,0,['Drama'],83860,adoption.college,en,2011-10-30,5355847,107.0,October Baby,John Schneider,,Andrew Erwin,,Jon Erwin,
4358,0,"['Comedy', 'Drama', 'Romance']",41469,independent film,en,1998-08-21,0,96.0,Next Stop Wonderland,Philip Seymour Hoffman,Hope Davis,Brad Anderson,,Brad Anderson,
4359,0,['Drama'],244772,new york.adultery.confession.brother sister relationship.infidelity.bisexuality.rejection.cowardice.reunion.death of father.mother daughter relationship.lesbian.in the closet.teacher student relationship.mother son relationship.lgbt.gay lead character.gay brother.estrangement.fraternal twins.new ager.twin synchronization,en,2014-01-18,5284309,90.0,The Skeleton Twins,Bill Hader,Kristen Wiig,Craig Johnson,,Mark Heyman,Nathan Larson
4360,0,"['Drama', 'Thriller']",50837,sexual abuse.cult.boundary violations.mumblegore,en,2011-10-21,3538446,101.0,Martha Marcy May Marlene,Hugh Dancy,Elizabeth Olsen,Sean Durkin,Sean Durkin,,Saunder Jurriaans
4361,0,"['Comedy', 'Romance']",248774,independent film.woman director,en,2014-06-06,3123963,83.0,Obvious Child,Jake Lacy,Jenny Slate,Gillian Robespierre,Gillian Robespierre,,Chris Bordeaux
4362,0,['Drama'],10183,human trafficking.woman director,en,2008-08-01,0,97.0,Frozen River,Charlie McDermott,Melissa Leo,Courtney Hunt,Courtney Hunt,,Peter Golub
4363,1000000,"['Documentary', 'Music']",159014,,en,2013-06-14,0,89.0,20 Feet from Stardom,Mick Jagger,Sheryl Crow,Morgan Neville,,,
4364,1000000,"['Drama', 'Romance']",32456,love.revenge.loft.analingus.actor,en,1997-09-07,2057193,84.0,Two Girls and a Guy,Robert Downey Jr.,Natasha Gregson Wagner,James Toback,,James Toback,
4365,0,"['Comedy', 'Drama', 'Romance']",49963,independent film.woman director,en,1996-07-17,0,86.0,Walking and Talking,Liev Schreiber,Catherine Keener,Nicole Holofcener,,,
4366,1000000,['Documentary'],13508,energy supply.automobile industry.independent film,en,2006-08-04,1678874,92.0,Who Killed the Electric Car?,Martin Sheen,,Chris Paine,,Chris Paine,
4367,1000000,"['Comedy', 'Drama', 'Romance']",22597,gay.roommate.male friendship.in vitro fertilisation.romantic comedy.lesbian relationship.gay relationship.gay interest,en,2000-02-01,1744858,94.0,The Broken Hearts Club: A Romantic Comedy,Ben Weber,Nia Long,Greg Berlanti,,Greg Berlanti,
4368,1000000,"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']",9707,john f. kennedy.elvis presley,en,2002-06-09,0,92.0,Bubba Ho-tep,Bruce Campbell,Ella Joyce,Don Coscarelli,Don Coscarelli,,Brian Tyler
4369,1,['Drama'],37532,independent film,en,1998-10-07,0,100.0,Slam,Saul Williams,Sonja Sohn,Marc Levin,,,
4370,1000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",26791,,en,2001-03-30,852206,119.0,Brigham City,Richard Dutcher,,Richard Dutcher,,Richard Dutcher,
4371,1000000,"['Drama', 'Foreign', 'Romance']",56666,suicide.loss of brother.laughing.jihad.love.racial tension,hi,2000-09-08,623791,170.0,Fiza,Hrithik Roshan,Jaya Bachchan,Khalid Mohammed,,Javed Siddiqui,
4372,1000000,['Comedy'],8675,pornography.sex.secret.fight.star.superhero.independent film.wedding.crime.mormon.woman director.sidekick.henchmen,en,1997-09-06,0,94.0,Orgazmo,Trey Parker,Robyn Lynne Raab,Trey Parker,Trey Parker,Trey Parker,Paul Robb
4373,0,"['Drama', 'Romance']",13132,southern usa.small town.virgin.independent film.best friend,en,2003-08-01,0,108.0,All the Real Girls,Paul Schneider,Zooey Deschanel,David Gordon Green,,David Gordon Green,
4374,0,['Comedy'],47686,independent film,en,1997-01-01,0,97.0,Dream with the Fishes,David Arquette,Kathryn Erbe,,,,
4375,1000000,['Drama'],46989,independent film.woman director,en,2002-01-11,464000,92.0,Blue Car,David Strathairn,Margaret Colin,Karen Moncrieff,,Karen Moncrieff,
4376,0,['Drama'],192132,high school.soccer.teenager.older man younger woman relationship.teenage sexuality.woman director,en,2014-05-09,0,100.0,Palo Alto,Nat Wolff,Emma Roberts,Gia Coppola,Gia Coppola,,
4377,0,"['Crime', 'Drama']",24424,,he,2009-09-17,0,120.0,Ajami,Fouad Habash,,Scandar Copti,,Scandar Copti,
4378,0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",13198,independent film.break-up.ex-boyfriend ex-girlfriend relationship.rolling a cigarette.autocide.record player.hypodermic needle.missing pet.head in oven.grocery store.arm in cast.gun in mouth.toast.listening to music,en,2006-01-24,0,88.0,Wristcutters: A Love Story,Patrick Fugit,Shannyn Sossamon,Goran Dukic,,,Bobby Johnston
4379,0,"['Science Fiction', 'Drama']",244267,independent film.eyes.molecular biologist,en,2014-07-18,336472,106.0,I Origins,Michael Pitt,Brit Marling,Mike Cahill,Mike Cahill,,
4380,1000000,"['Comedy', 'Drama', 'Romance']",21413,fantasy.enemy.sister.high school.battlefield.bully.teenager.strategy.addict,en,2003-08-22,0,79.0,The Battle of Shaker Heights,Shia LaBeouf,Amy Smart,Kyle Rankin,,Erica Beeney,
4381,1000000,['Documentary'],123678,corruption.war.indonesia,id,2012-08-31,444575,115.0,The Act of Killing,,,Joshua Oppenheimer,,,
4382,1000000,['Documentary'],13362,taxi.afghanistan.guantanamo bay.torture chamber,en,2007-04-30,274661,106.0,Taxi to the Dark Side,Brian Keith Allen,,Alex Gibney,,Alex Gibney,Ivor Guest
4383,1000000,['Documentary'],39183,new york.beckenbauer.pele,en,2006-01-01,0,97.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Pelé,,Paul Crowder,Mark Monroe,,
4384,0,['Drama'],62402,guyana.19th century,en,2004-09-24,0,120.0,Guiana 1838,,,Rohit Jagessar,,Rohit Jagessar,
4385,0,[],206412,,en,2000-05-14,0,90.0,Lisa Picard Is Famous,Daniel London,Laura Kirk,Griffin Dunne,,,
4386,1000000,"['Drama', 'Adventure', 'Documentary']",201132,biography.antarctica,en,2013-09-05,0,92.0,Antarctica: A Year on Ice,,,Anthony Powell,,Anthony Powell,David Donaldson
4387,650000,['Documentary'],251471,pop culture.fan culture.documentary.toys,en,2015-07-31,0,93.0,A LEGO Brickumentary,Jason Bateman,,Kief Davidson,,Kief Davidson,John Jennings Boyd
4388,1000000,"['Drama', 'Action']",112456,skateboarding.forgiveness.sport.family relationships.aftercreditsstinger,en,2012-06-01,0,114.0,Hardflip,Randy Wayne,Rosanna Arquette,Johnny Remo,,Daniel Backman,Jason Brandt
4389,0,['Thriller'],20296,,en,2005-09-16,0,200.0,Chocolate: Deep Dark Secrets,Anil Kapoor,Sushma Reddy,Vivek Agnihotri,,,
4390,0,"['Mystery', 'Horror']",25983,ritual.cult.independent film.human sacrifice.eclipse.satanic ritual.mumblegore,en,2009-04-25,0,95.0,The House of the Devil,AJ Bowen,Jocelin Donahue,Ti West,Ti West,,
4391,0,"['Comedy', 'Thriller', 'Crime']",66195,swimming pool.tea kettle.conga line.spit in the face.convenience store robbery,en,2010-07-01,14870,93.0,The Perfect Host,David Hyde Pierce,Helen Reddy,Nick Tomnay,Nick Tomnay,,
4392,0,"['Comedy', 'Crime']",16155,robbery.organized crime.gangster.safecracker.rosh hashanah,en,1998-08-17,0,88.0,Safe Men,Sam Rockwell,Christina Kirk,John Hamburg,,John Hamburg,
4393,1000000,"['Romance', 'Drama', 'Crime']",46727,racing car.growing up.scam.male prostitute,en,1999-02-11,0,104.0,Speedway Junky,Jesse Bradford,Daryl Hannah,Nickolas Perry,,Nickolas Perry,
4394,0,"['Comedy', 'Drama']",55180,magazine.independent film.counter-culture.model.arrogance,en,1998-09-23,0,98.0,The Last Big Thing,Dan Zukovic,,Dan Zukovic,,,
4395,0,"['Action', 'Comedy']",29015,superhero,en,2000-09-22,0,82.0,The Specials,Rob Lowe,Jordan Ladd,Craig Mazin,,James Gunn,
4396,0,"['Comedy', 'Romance']",91122,affection.woman director,en,2009-09-19,0,118.0,16 to Life,Shiloh Fernandez,Hallee Hirsh,Becky Smith,,Becky Smith,
4397,1000000,"['Crime', 'Drama', 'Romance', 'Thriller']",18206,obsession.hidden camera.stalker.independent film.invasion of privacy.voyeurism,en,2006-04-28,10018,78.0,Alone With Her,Colin Hanks,Ana Claudia Talancón,Eric Nicholas,,Eric Nicholas,
4398,1000000,"['Drama', 'Science Fiction']",320146,virtual reality.black and white,en,2016-03-11,0,97.0,Creative Control,Benjamin Dickinson,Nora Zehetner,Benjamin Dickinson,,Benjamin Dickinson,Dražen Bošnjak
4399,1000000,"['Drama', 'Fantasy', 'Science Fiction']",13856,hallucination.superhero.independent film,en,2006-01-30,7202,81.0,Special,Michael Rapaport,Alexandra Holden,Hal Haberman,Hal Haberman,,
4400,0,[],219716,,en,1999-03-19,0,96.0,Sparkler,Freddie Prinze Jr.,Park Overall,Darren Stein,,,
4401,0,"['Action', 'Comedy', 'Science Fiction']",43630,,en,2005-01-01,0,97.0,The Helix... Loaded,,,,,,
4402,0,"['Drama', 'Action', 'Thriller']",56491,rebel.usa president.hostage.airplane,en,2006-04-21,0,88.0,In Her Line of Fire,David Keith,Mariel Hemingway,Brian Trenchard-Smith,Anna Lorenzo,,
4403,0,"['Comedy', 'Drama']",99826,stand-up comedy,en,2002-01-16,0,96.0,The Jimmy Show,Frank Whaley,Carla Gugino,Frank Whaley,,Frank Whaley,
4404,1000000,"['Crime', 'Drama']",186935,drug cartel.extreme violence,es,2013-08-09,0,105.0,Heli,,,Amat Escalante,Gabriel Reyes,Amat Escalante,
4405,0,"['Family', 'Comedy']",357441,,en,2015-07-31,0,0.0,Karachi se Lahore,Yasir Hussain,,,,,
4406,900000,"['Drama', 'Romance']",19344,bisexuality.australia.twin brother.friends.melbourne.teacher.lesbian.lgbt.woman director,en,2006-03-08,0,76.0,Loving Annabelle,Kevin McCarthy,Erin Kelly,Katherine Brooks,Katherine Brooks,,
4407,1000000,"['Drama', 'Comedy']",242083,talent.delusion.fame.teenager.viral video,en,2014-01-21,0,96.0,Hits,Matt Walsh,Meredith Hagner,David Cross,,David Cross,
4408,0,"['Action', 'Crime', 'Drama', 'Thriller']",18869,police.revenge.independent film.video camera.on the run,en,2006-01-01,0,99.0,Jimmy and Judy,Edward Furlong,Rachael Bella,Randall Rubin,,Randall Rubin,
4409,0,"['Comedy', 'Romance']",26673,sport,en,2009-01-01,0,84.0,Frat Party,Randy Wayne,Caroline D'Amore,Robert Bennett,,Robert Bennett,
4410,0,['Drama'],41830,london england.beatnik,en,1965-04-22,0,94.0,The Party's Over,Oliver Reed,Ann Lynn,Guy Hamilton,,Marc Behm,
4411,0,['Drama'],37694,woman director,en,2004-07-02,0,87.0,Proud,Vernel Bagneris,,Mary Pat Kelly,,,
4412,0,['Drama'],63287,rape.drug abuse.independent film,en,2008-06-20,0,93.0,The Poker House,Bokeem Woodbine,Jennifer Lawrence,Lori Petty,,Lori Petty,
4413,0,[],335874,,en,2015-04-03,0,90.0,Childless,Joe Mantegna,Barbara Hershey,Charlie Levi,Charlie Levi,,
4414,0,['Horror'],34592,racist.religion,en,2009-01-01,0,92.0,ZMD: Zombies of Mass Destruction,Doug Fahl,Janette Armand,Kevin Hamedani,,Kevin Hamedani,
4415,1000000,"['Horror', 'Thriller']",92635,,en,2012-03-16,0,85.0,Snow White: A Deadly Summer,Eric Roberts,Shanley Caswell,David DeCoteau,Barbara Kymlicka,,Harry Manfredini
4416,0,"['Romance', 'Drama']",258755,,es,2014-10-03,0,96.0,Hidden Away,Alex Angulo,,Mikel Rueda,,Mikel Rueda,
4417,1000000,"['Comedy', 'Drama', 'Romance']",96534,,de,2011-06-11,0,90.0,My Last Day Without You,Ken Duken,Nicole Beharie,Stefan C. Schaefer,,Christoph Silber,
4418,0,"['Comedy', 'Romance']",21283,,en,2009-05-19,0,85.0,Steppin: The Movie,Wesley Jonathan,Chrystee Pharris,Michael Taliferro,,Sean Alexander Jefferson,
4419,1000000,['Western'],272724,,en,2014-06-01,0,84.0,Doc Holliday's Revenge,Tom Berenger,Ashley Hayes,David DeCoteau,,Rolfe Kanefsky,
4420,0,"['Thriller', 'Horror']",84178,friends.remote island.woman director,en,2012-01-21,0,83.0,Black Rock,Jay Paulson,Kate Bosworth,Katie Aselton,Mark Duplass,,Ben Lovett
4421,0,"['Horror', 'Thriller', 'Mystery']",101179,,en,2012-08-05,0,95.0,Truth or Dare,Liam Boyle,Jennie Jacques,Robert Heath,,Matthew McGuchan,
4422,0,"['Drama', 'Thriller']",52462,independent film,en,2006-05-17,0,94.0,The Pet,Pierre Dulat,,D. Stevens,,D. Stevens,
4423,1000000,"['Science Fiction', 'Drama', 'Music']",269057,small town.rock star.musical.idol.teenager.1960s.chemical leak.mutations,en,2014-09-08,0,90.0,Bang Bang Baby,Peter Stormare,Jane Levy,Jeffrey St. Jules,,Jeffrey St. Jules,
4424,1,['Horror'],287524,phobia.doctor.fear,en,2014-10-31,0,95.0,Fear Clinic,Thomas Dekker,Cleopatra Coleman,Robert Hall,,Robert Hall,
4425,0,"['Comedy', 'Action', 'Science Fiction', 'Thriller']",206213,mutant.post-apocalyptic.zombie,en,2013-07-25,0,93.0,Zombie Hunter,Danny Trejo,Clare Niederpruem,Kevin King,,Kevin King,
4426,0,['Drama'],248402,,en,2014-04-16,0,90.0,A Fine Step,Luke Perry,Leonor Varela,Jonathan Meyers,,,
4427,950000,"['Drama', 'Romance', 'Science Fiction']",29146,experiment.mouse.intelligence test.genius,en,1968-09-23,814666,103.0,Charly,Dick Van Patten,Claire Bloom,Ralph Nelson,Stirling Silliphant,,
4428,950000,"['Horror', 'Thriller']",207769,lsd.government.conspiracy.tension.video camera.drug use.writer.desert.radio broadcast.mind bender.number stations.lovecraftian.mk ultra.experimental drug,en,2013-08-26,0,87.0,Banshee Chapter,Ted Levine,Katia Winter,Blair Erickson,,Blair Erickson,Andreas Weidinger
4429,950000,"['Drama', 'Mystery', 'Thriller']",271185,college.blog.dark secrets,en,2014-04-19,0,100.0,Ask Me Anything,Christian Slater,Britt Robertson,Allison Burnett,,Allison Burnett,
4430,0,"['Comedy', 'Romance']",29731,,en,2007-01-01,0,90.0,And Then Came Love,Kevin Daniels,Eartha Kitt,Richard Schenkman,,Caytha Jentis,
4431,913000,['Documentary'],292539,,de,2014-04-26,0,83.0,Food Chains,,,Sanjay Rawal,,,
4432,910000,"['Crime', 'Drama']",654,murder.suspense.union.dock.longshoreman.pigeon,en,1954-06-22,9600000,108.0,On the Waterfront,Marlon Brando,Eva Marie Saint,Elia Kazan,Budd Schulberg,,Leonard Bernstein
4433,930000,['Comedy'],91070,baby.roommate.friendship.single.los angeles.dating.pregnancy.woman director,en,2011-06-18,30905,100.0,L!fe Happens,Geoff Stults,Krysten Ritter,Kat Coiro,Krysten Ritter,,Mateo Messina
4434,852510,['Drama'],2009,rape.hotel room.totalitarian regime.cohabitant.female friendship.dormitory.best friend.contraception.romanian new wave,ro,2007-08-24,1185783,113.0,"4 Months, 3 Weeks and 2 Days",Vlad Ivanov,Anamaria Marinca,Cristian Mungiu,Cristian Mungiu,,
4435,0,['Horror'],323270,anthology,en,2015-10-27,0,0.0,The Horror Network Vol. 1,Nick Frangione,Macarena Gómez,Joseph Graham,,Joseph Graham,
4436,950000,"['Drama', 'Thriller']",2652,suicide.rape.age difference.photographer.ice.shower.menace.lie.pedophilia.manipulation.bedroom.sadism.electric shock.coffee shop.castration.insanity.vigilante.sociopath.deception.neighbor.teenage girl.crying.torture.sadist.pedophile.cruelty.older man younger woman relationship.one day.justice.drinking.rooftop.held captive.mental illness.threat.sexual torture.screaming.electrical torture.childhood sexual abuse.photo studio.verbal abuse,en,2005-01-14,7022209,103.0,Hard Candy,Patrick Wilson,Ellen Page,David Slade,,Brian Nelson,Harry Escott
4437,900000,"['Drama', 'Thriller']",9813,depression.christmas party.deaf-mute.daughter.high school sports.blood splatter.independent film.mother daughter relationship.incest.woman director,en,2005-09-12,381420,96.0,The Quiet,Martin Donovan,Elisha Cuthbert,Jamie Babbit,,,Jeff Rona
4438,0,['Drama'],60421,sexual identity.lesbian relationship.homosexuality.woman director,fa,2011-08-26,0,107.0,Circumstance,Reza Sixo Safai,Nikohl Boosheri,Maryam Keshavarz,Maryam Keshavarz,,
